中国人民大学,2.6599999999999993,"德蒙福特大学
De Montfort University",申请成功
清华大学,3.0,"东英吉利大学
University of East Anglia",申请成功
复旦大学,2.66,"曼彻斯特大学
The University of Manchester",申请失败
上海交通大学,3.0,"东英吉利大学
University of East Anglia",申请成功
复旦大学,3.35,"曼彻斯特大学
The University of Manchester",申请成功
浙江大学,4.0,"曼彻斯特大学
The University of Manchester",申请失败
浙江大学,3.79,"埃克塞特大学
University of Exeter",申请成功
复旦大学,3.23,"伦敦大学国王学院
King’s College London",申请成功
中国人民大学,3.15,"伦敦大学国王学院
King’s College London",申请失败
中国人民大学,3.734,"曼彻斯特大学
The University of Manchester",申请成功
浙江大学,3.6,"布里斯托大学
University of Bristol",申请成功
复旦大学,2.81,"伦敦大学国王学院
King’s College London",申请成功
南京大学,3.8,"曼彻斯特大学
The University of Manchester",申请成功
清华大学,3.0,"南安普顿大学
University of Southampton",申请失败
复旦大学,2.86,"曼彻斯特大学
The University of Manchester",申请失败
南京大学,4.0,"莫纳什大学
Monash University",申请成功
北京大学,3.32,"伦敦大学国王学院
King’s College London",申请成功
上海交通大学,3.4000000000000004,"伦敦大学国王学院
King’s College London",申请失败
北京大学,3.2,"伦敦大学国王学院
King’s College London",申请失败
北京大学,3.48,"伦敦大学国王学院
King’s College London",申请成功
上海交通大学,3.0,"南安普顿大学
University of Southampton",申请失败
中国人民大学,4.0,"杜伦大学
Durham University",申请失败
南京大学,3.5,"斯特灵大学
University of Stirling",申请成功
中国人民大学,3.01,"利兹大学
University of Leeds",申请失败
北京大学,3.929449999999999,"伦敦大学国王学院
King’s College London",申请失败
北京大学,3.9,"伦敦大学国王学院
King’s College London",申请成功
浙江大学,2.76,"澳大利亚国立大学
The Australian National University",申请成功
清华大学,2.4000000000000004,"曼彻斯特大学
The University of Manchester",申请失败
南京大学,3.5500000000000007,"杜伦大学
Durham University",申请失败
南京大学,3.4000000000000004,"利兹大学
University of Leeds",申请成功
浙江大学,3.803000000000001,"利兹大学
University of Leeds",申请成功
南京大学,3.5,"卡迪夫大学
Cardiff University",申请成功
北京大学,3.64,"伦敦大学国王学院
King’s College London",申请失败
上海交通大学,3.0,"拉夫堡大学
Loughborough University",申请成功
复旦大学,3.01,"约克大学
University of York",申请成功
中国人民大学,2.86,"利兹大学
University of Leeds",申请成功
复旦大学,3.01,"伦敦大学国王学院
King’s College London",申请失败
清华大学,2.9299999999999997,"伦敦大学国王学院
King’s College London",申请成功
南京大学,4.0,"悉尼大学
The University of Sydney",申请失败
北京大学,3.48,"布里斯托大学
University of Bristol",申请成功
上海交通大学,3.0,"萨里大学
University of Surrey",申请失败
浙江大学,4.0,"伦敦大学国王学院
King’s College London",申请失败
中国人民大学,4.0,"爱丁堡大学
The University of Edinburgh",申请失败
复旦大学,3.51,"曼彻斯特大学
The University of Manchester",申请成功
南京大学,3.5,"格拉斯哥大学
University of Glasgow",申请失败
中国人民大学,3.04,"伦敦大学国王学院
King’s College London",申请失败
中国人民大学,3.58,"曼彻斯特大学
The University of Manchester",申请成功
复旦大学,2.5,"伦敦大学皇家霍洛威学院
Royal Holloway, University of London",申请成功
北京大学,3.61,"爱丁堡大学
The University of Edinburgh",申请成功
清华大学,3.0,"布里斯托大学
University of Bristol",申请成功
浙江大学,1.0,"纽曼大学
Newman University, Birmingham",申请成功
上海交通大学,3.5,"曼彻斯特大学
The University of Manchester",申请成功
浙江大学,3.6980000000000004,"利兹大学
University of Leeds",申请成功
南京大学,4.0,"卡迪夫大学
Cardiff University",申请成功
中国人民大学,3.08,"谢菲尔德大学
The University of Sheffield",申请成功
清华大学,3.5,"南安普顿大学
University of Southampton",申请失败
浙江大学,1.0,"布鲁内尔大学
Brunel University London",申请成功
中国人民大学,2.95,"利兹大学
University of Leeds",申请成功
浙江大学,1.0,"伦敦大学国王学院
King’s College London",申请成功
南京大学,3.879999999999999,"伯明翰大学
University of Birmingham",申请成功
复旦大学,2.52,"格拉斯哥大学
University of Glasgow",申请成功
清华大学,3.5,"利兹大学
University of Leeds",申请失败
中国人民大学,3.31,"曼彻斯特大学
The University of Manchester",申请成功
中国人民大学,3.1,"曼彻斯特大学
The University of Manchester",申请成功
中国人民大学,2.6599999999999993,"阿伯丁大学
The University of Aberdeen",申请失败
中国人民大学,2.69,"曼彻斯特大学
The University of Manchester",申请成功
北京大学,3.9,"曼彻斯特大学
The University of Manchester",申请成功
浙江大学,2.8370000000000006,"利兹大学
University of Leeds",申请失败
北京大学,3.43,"爱丁堡大学
The University of Edinburgh",申请失败
中国人民大学,3.74,"利兹大学
University of Leeds",申请成功
浙江大学,1.0,"基尔大学
Keele University",申请成功
北京大学,3.34,"布里斯托大学
University of Bristol",申请成功
中国人民大学,3.36,"布里斯托大学
University of Bristol",申请成功
上海交通大学,3.51,"伦敦大学国王学院
King’s College London",申请成功
复旦大学,3.35,"曼彻斯特大学
The University of Manchester",申请失败
复旦大学,2.55,"曼彻斯特大学
The University of Manchester",申请失败
清华大学,3.9000000000000004,"曼彻斯特大学
The University of Manchester",申请失败
中国人民大学,3.28,"伦敦大学国王学院
King’s College London",申请成功
清华大学,3.5,"诺丁汉大学
The University of Nottingham",申请成功
复旦大学,2.52,"谢菲尔德大学
The University of Sheffield",申请成功
上海交通大学,2.8890000000000002,"科廷大学
Curtin University",申请成功
中国人民大学,4.0,"曼彻斯特大学
The University of Manchester",申请成功
中国人民大学,3.08,"伦敦大学玛丽皇后学院
Queen Mary, University of London",申请成功
浙江大学,3.803000000000001,"曼彻斯特大学
The University of Manchester",申请成功
上海交通大学,3.5,"南安普顿大学
University of Southampton",申请成功
浙江大学,1.0,"曼彻斯特大学
The University of Manchester",申请成功
中国人民大学,2.73,"曼彻斯特大学
The University of Manchester",申请失败
浙江大学,3.6,"伦敦大学国王学院
King’s College London",申请失败
清华大学,3.0,"莱斯特大学
University of Leicester",申请成功
中国人民大学,3.01,"伦敦大学国王学院
King’s College London",申请失败
上海交通大学,3.0,"拉夫堡大学
Loughborough University",申请成功
中国人民大学,2.95,"约克大学
University of York",申请成功
上海交通大学,3.0,"东英吉利大学
University of East Anglia",申请失败
中国人民大学,3.0999999999999996,"利兹大学
University of Leeds",申请成功
清华大学,3.5,"曼彻斯特大学
The University of Manchester",申请成功
上海交通大学,3.0,"伦敦大学国王学院
King’s College London",申请失败
中国人民大学,3.7,"伦敦大学国王学院
King’s College London",申请成功
清华大学,3.5,"贝尔法斯特女王大学
Queen＇s University Belfast",申请成功
清华大学,3.0,"约克大学
University of York",申请成功
复旦大学,2.52,"诺丁汉大学
The University of Nottingham",申请成功
浙江大学,3.6180000000000003,"伦敦大学国王学院
King’s College London",申请成功
中国人民大学,3.58,"伦敦大学国王学院
King’s College London",申请成功
南京大学,3.58,"曼彻斯特大学
The University of Manchester",申请成功
上海交通大学,3.0,"卡迪夫大学
Cardiff University",申请成功
复旦大学,2.5,"拉夫堡大学
Loughborough University",申请失败
中国人民大学,3.04,"曼彻斯特大学
The University of Manchester",申请失败
南京大学,4.0,"曼彻斯特大学
The University of Manchester",申请成功
浙江大学,3.56,"杜伦大学
Durham University",申请成功
浙江大学,3.29,"曼彻斯特大学
The University of Manchester",申请成功
南京大学,4.0,"伦敦大学国王学院
King’s College London",申请失败
南京大学,3.5500000000000007,"约克大学
University of York",申请成功
清华大学,3.0,"卡迪夫大学
Cardiff University",申请成功
南京大学,4.0,"利兹大学
University of Leeds",申请失败
上海交通大学,3.6999999999999993,"曼彻斯特大学
The University of Manchester",申请失败
中国人民大学,2.32,"萨里大学
University of Surrey",申请成功
上海交通大学,3.0,"南安普顿大学
University of Southampton",申请失败
南京大学,3.58,"布里斯托大学
University of Bristol",申请成功
中国人民大学,3.05,"曼彻斯特大学
The University of Manchester",申请失败
清华大学,3.0,"卡迪夫大学
Cardiff University",申请成功
南京大学,3.5,"东英吉利大学
University of East Anglia",申请失败
浙江大学,1.0,"曼彻斯特大学
The University of Manchester",申请成功
复旦大学,3.45,"曼彻斯特大学
The University of Manchester",申请成功
清华大学,3.0,"卡迪夫大学
Cardiff University",申请成功
中国人民大学,2.6599999999999993,"斯特拉斯克莱德大学
University of Strathclyde",申请失败
中国人民大学,2.6599999999999993,"东英吉利大学
University of East Anglia",申请成功
清华大学,3.0,"约克大学
University of York",申请成功
复旦大学,2.52,"纽卡斯尔大学
Newcastle University",申请成功
上海交通大学,3.67,"曼彻斯特大学
The University of Manchester",申请成功
上海交通大学,3.0,"邓迪大学
University of Dundee",申请成功
中国人民大学,2.6599999999999993,"班戈大学
Bangor University",申请成功
中国人民大学,3.04,"爱丁堡大学
The University of Edinburgh",申请失败
中国人民大学,2.95,"南安普顿大学
University of Southampton",申请失败
中国人民大学,3.87,"曼彻斯特大学
The University of Manchester",申请成功
南京大学,3.69,"伦敦大学玛丽皇后学院
Queen Mary, University of London",申请成功
复旦大学,2.52,"莱斯特大学
University of Leicester",申请失败
南京大学,4.0,"利兹大学
University of Leeds",申请成功
中国人民大学,3.31,"曼彻斯特大学
The University of Manchester",申请失败
南京大学,3.4610000000000003,"曼彻斯特大学
The University of Manchester",申请成功
浙江大学,3.6180000000000003,"爱丁堡大学
The University of Edinburgh",申请成功
上海交通大学,3.0,"南安普顿大学
University of Southampton",申请成功
上海交通大学,2.49,"曼彻斯特大学
The University of Manchester",申请失败
南京大学,3.879999999999999,"布里斯托大学
University of Bristol",申请成功
中国人民大学,3.35,"伦敦大学国王学院
King’s College London",申请失败
清华大学,3.5,"卡迪夫大学
Cardiff University",申请成功
清华大学,2.9299999999999997,"曼彻斯特大学
The University of Manchester",申请失败
北京大学,3.22,"布里斯托大学
University of Bristol",申请失败
北京大学,3.9,"伯明翰大学
University of Birmingham",申请失败
清华大学,3.0,"伯明翰大学
University of Birmingham",申请成功
复旦大学,2.55,"曼彻斯特大学
The University of Manchester",申请失败
浙江大学,4.0,"爱丁堡大学
The University of Edinburgh",申请失败
浙江大学,4.0,"曼彻斯特大学
The University of Manchester",申请失败
中国人民大学,3.3,"伦敦大学国王学院
King’s College London",申请失败
复旦大学,3.28,"伦敦大学国王学院
King’s College London",申请失败
复旦大学,3.2,"埃克塞特大学
University of Exeter",申请成功
清华大学,3.9000000000000004,"伦敦大学国王学院
King’s College London",申请失败
复旦大学,3.07,"曼彻斯特大学
The University of Manchester",申请成功
中国人民大学,2.82,"曼彻斯特大学
The University of Manchester",申请失败
复旦大学,3.01,"埃塞克斯大学
University of Essex",申请成功
浙江大学,4.0,"格拉斯哥大学
University of Glasgow",申请成功
南京大学,3.8000000000000007,"曼彻斯特大学
The University of Manchester",申请失败
中国人民大学,3.08,"伦敦大学国王学院
King’s College London",申请失败
中国人民大学,2.69,"布里斯托大学
University of Bristol",申请失败
浙江大学,2.8370000000000006,"利兹大学
University of Leeds",申请成功
清华大学,3.5,"南安普顿大学
University of Southampton",申请成功
中国人民大学,3.08,"利兹大学
University of Leeds",申请成功
清华大学,3.0,"谢菲尔德大学
The University of Sheffield",申请失败
复旦大学,2.94,"伦敦大学国王学院
King’s College London",申请失败
复旦大学,3.07,"伦敦大学国王学院
King’s College London",申请失败
浙江大学,2.8370000000000006,"曼彻斯特大学
The University of Manchester",申请失败
上海交通大学,3.0,"爱丁堡大学
The University of Edinburgh",申请失败
复旦大学,2.5,"威斯敏斯特大学
University of Westminster",申请成功
上海交通大学,3.0,"德蒙福特大学
De Montfort University",申请成功
浙江大学,4.0,"爱丁堡大学
The University of Edinburgh",申请成功
中国人民大学,2.91,"利兹大学
University of Leeds",申请成功
清华大学,3.0,"南安普顿大学
University of Southampton",申请失败
浙江大学,4.0,"杜伦大学
Durham University",申请成功
清华大学,3.5,"南安普顿大学
University of Southampton",申请成功
南京大学,3.870000000000001,"曼彻斯特大学
The University of Manchester",申请成功
浙江大学,3.29,"伦敦大学国王学院
King’s College London",申请成功
上海交通大学,3.5,"利兹大学
University of Leeds",申请成功
浙江大学,4.0,"杜伦大学
Durham University",申请成功
清华大学,3.0,"东英吉利大学
University of East Anglia",申请成功
浙江大学,3.6980000000000004,"布里斯托大学
University of Bristol",申请成功
南京大学,3.85,"利兹大学
University of Leeds",申请成功
清华大学,3.5,"考文垂大学
Coventry University",申请成功
南京大学,4.0,"曼彻斯特大学
The University of Manchester",申请失败
南京大学,4.0,"纽卡斯尔大学
Newcastle University",申请成功
上海交通大学,3.0,"南安普顿大学
University of Southampton",申请失败
上海交通大学,3.0,"布鲁内尔大学
Brunel University London",申请失败
北京大学,3.9290000000000003,"利兹大学
University of Leeds",申请成功
北京大学,3.3499999999999996,"利兹大学
University of Leeds",申请成功
复旦大学,2.88,"曼彻斯特大学
The University of Manchester",申请失败
南京大学,4.0,"伦敦大学国王学院
King’s College London",申请失败
复旦大学,2.52,"曼彻斯特大学
The University of Manchester",申请失败
中国人民大学,3.08,"爱丁堡大学
The University of Edinburgh",申请失败
浙江大学,3.56,"爱丁堡大学
The University of Edinburgh",申请失败
复旦大学,2.86,"曼彻斯特大学
The University of Manchester",申请成功
中国人民大学,3.82,"伦敦大学国王学院
King’s College London",申请成功
南京大学,3.92,"伦敦大学国王学院
King’s College London",申请成功
复旦大学,2.86,"曼彻斯特大学
The University of Manchester",申请成功
南京大学,3.763,"曼彻斯特大学
The University of Manchester",申请成功
北京大学,3.49,"伦敦大学国王学院
King’s College London",申请失败
中国人民大学,3.32,"伦敦大学国王学院
King’s College London",申请成功
中国人民大学,3.27,"伦敦大学国王学院
King’s College London",申请失败
南京大学,4.0,"曼彻斯特大学
The University of Manchester",申请成功
清华大学,3.5,"曼彻斯特大学
The University of Manchester",申请失败
中国人民大学,3.27,"纽卡斯尔大学
Newcastle University",申请成功
中国人民大学,3.3,"伦敦大学国王学院
King’s College London",申请成功
清华大学,3.0999999999999996,"利兹大学
University of Leeds",申请失败
北京大学,3.5999999999999996,"伦敦大学国王学院
King’s College London",申请失败
浙江大学,3.35,"曼彻斯特大学
The University of Manchester",申请成功
浙江大学,3.6180000000000003,"巴斯大学
University of Bath",申请失败
浙江大学,4.0,"伦敦大学国王学院
King’s College London",申请失败
复旦大学,2.52,"埃塞克斯大学
University of Essex",申请成功
清华大学,2.9640000000000004,"曼彻斯特大学
The University of Manchester",申请成功
上海交通大学,3.0,"邓迪大学
University of Dundee",申请成功
北京大学,3.9,"伦敦大学金史密斯学院
Goldsmiths, University of London",申请成功
清华大学,3.0,"谢菲尔德大学
The University of Sheffield",申请失败
南京大学,4.0,"卡迪夫大学
Cardiff University",申请成功
复旦大学,3.23,"曼彻斯特大学
The University of Manchester",申请成功
上海交通大学,3.5,"曼彻斯特大学
The University of Manchester",申请成功
中国人民大学,3.08,"伯明翰大学
University of Birmingham",申请成功
上海交通大学,3.0,"拉夫堡大学
Loughborough University",申请成功
清华大学,3.0,"伯明翰大学
University of Birmingham",申请成功
清华大学,3.0,"萨里大学
University of Surrey",申请失败
北京大学,3.48,"曼彻斯特大学
The University of Manchester",申请成功
北京大学,3.47,"埃克塞特大学
University of Exeter",申请成功
北京大学,4.0,"曼彻斯特大学
The University of Manchester",申请成功
上海交通大学,3.0,"布鲁内尔大学
Brunel University London",申请成功
清华大学,3.0,"布里斯托大学
University of Bristol",申请成功
浙江大学,4.0,"埃克塞特大学
University of Exeter",申请失败
浙江大学,4.0,"曼彻斯特大学
The University of Manchester",申请成功
复旦大学,3.01,"伦敦大学国王学院
King’s College London",申请失败
复旦大学,3.43,"伦敦大学国王学院
King’s College London",申请失败
南京大学,4.0,"新南威尔士大学
University of New South Wales",申请成功
上海交通大学,3.0,"莱斯特大学
University of Leicester",申请成功
中国人民大学,3.38,"悉尼大学
The University of Sydney",申请成功
清华大学,3.0,"诺丁汉大学
The University of Nottingham",申请失败
浙江大学,1.0,"卡迪夫大学
Cardiff University",申请成功
上海交通大学,3.67,"曼彻斯特大学
The University of Manchester",申请失败
上海交通大学,3.4700000000000006,"曼彻斯特大学
The University of Manchester",申请失败
中国人民大学,3.08,"曼彻斯特大学
The University of Manchester",申请失败
中国人民大学,3.08,"曼彻斯特大学
The University of Manchester",申请成功
南京大学,3.69,"肯特大学
University of Kent",申请成功
中国人民大学,3.3,"曼彻斯特大学
The University of Manchester",申请失败
清华大学,3.0999999999999996,"卡迪夫大学
Cardiff University",申请成功
北京大学,4.0,"伦敦大学国王学院
King’s College London",申请成功
浙江大学,4.0,"布里斯托大学
University of Bristol",申请成功
中国人民大学,3.1,"伦敦大学国王学院
King’s College London",申请成功
浙江大学,3.56,"伦敦大学国王学院
King’s College London",申请失败
北京大学,3.9,"谢菲尔德大学
The University of Sheffield",申请成功
南京大学,4.0,"伦敦大学国王学院
King’s College London",申请成功
中国人民大学,3.38,"墨尔本大学
The University of Melbourne",申请成功
上海交通大学,3.67,"曼彻斯特大学
The University of Manchester",申请失败
